date,season,home,away,home_score,away_score,home_win_price,away_win_price,draw_price,outcome
2023-07-15,2023,Vancouver Whitecaps,Los Angeles Galaxy,4,2,-111,254,321,1
2023-07-15,2023,Austin FC,Sporting Kansas City,2,1,108,229,274,1
2023-07-15,2023,Colorado Rapids,Houston Dynamo,0,0,129,223,229,3
2023-07-15,2023,Real Salt Lake,New York Red Bulls,3,1,-112,300,269,1
2023-07-15,2023,Chicago Fire,Toronto FC,1,0,-147,395,295,1
2023-07-15,2023,Minnesota United,Los Angeles FC,1,1,173,141,271,3
2023-07-15,2023,St. Louis City,Inter Miami,3,0,-149,386,307,1
2023-07-15,2023,Atlanta Utd,Orlando City,1,2,117,221,265,2
2023-07-15,2023,CF Montreal,Charlotte,2,0,116,237,245,1
2023-07-15,2023,FC Cincinnati,Nashville SC,3,1,-135,373,281,1
2023-07-15,2023,New England Revolution,DC United,4,0,122,213,258,1
2023-07-15,2023,Philadelphia Union,New York City,2,1,-115,319,260,1
2023-07-12,2023,Los Angeles FC,St. Louis City,3,0,-233,603,382,1
2023-07-12,2023,San Jose Earthquakes,Seattle Sounders,2,0,154,181,231,1
2023-07-12,2023,Vancouver Whitecaps,Austin FC,2,1,-132,312,317,1
2023-07-12,2023,Colorado Rapids,Portland Timbers,0,0,120,280,161,3
2023-07-12,2023,Chicago Fire,CF Montreal,3,0,-112,295,271,1
2023-07-12,2023,Houston Dynamo,Minnesota United,0,3,-120,305,287,2
2023-07-12,2023,Nashville SC,Philadelphia Union,0,2,-109,308,252,2
2023-07-12,2023,Sporting Kansas City,Real Salt Lake,2,2,-133,330,303,3
2023-07-12,2023,New England Revolution,Atlanta Utd,2,1,112,221,269,1
2023-07-12,2023,New York Red Bulls,FC Cincinnati,1,2,-133,375,274,2
2023-07-08,2023,Los Angeles FC,San Jose Earthquakes,1,1,-256,634,417,3
2023-07-08,2023,Los Angeles Galaxy,Philadelphia Union,3,1,150,163,266,1
2023-07-08,2023,Vancouver Whitecaps,Seattle Sounders,2,3,119,217,259,2
2023-07-08,2023,Colorado Rapids,FC Dallas,2,1,-114,326,250,1
2023-07-08,2023,Real Salt Lake,Orlando City,4,0,-122,313,286,1
2023-07-08,2023,Chicago Fire,Nashville SC,1,0,134,210,231,1
2023-07-08,2023,Houston Dynamo,Sporting Kansas City,2,2,119,227,247,3
2023-07-08,2023,Minnesota United,Austin FC,1,4,-119,285,308,2
2023-07-08,2023,CF Montreal,Atlanta Utd,0,1,150,179,241,2
2023-07-08,2023,Charlotte,FC Cincinnati,2,2,166,158,247,3
2023-07-08,2023,Columbus Crew,New York City,1,1,-141,359,304,3
2023-07-08,2023,DC United,Inter Miami,2,2,-200,504,359,3
2023-07-08,2023,New York Red Bulls,New England Revolution,2,1,-139,368,289,1
2023-07-08,2023,Toronto FC,St. Louis City,0,1,206,121,266,2
2023-07-05,2023,New York City,Charlotte,1,1,102,282,239,3
2023-07-04,2023,Los Angeles Galaxy,Los Angeles FC,2,1,274,-118,313,1
2023-07-04,2023,FC Dallas,DC United,0,1,129,220,229,2
2023-07-04,2023,Inter Miami,Columbus Crew,2,2,206,122,263,3
2023-07-04,2023,Orlando City,Toronto FC,4,0,-238,598,387,1
2023-07-02,2023,Atlanta Utd,Philadelphia Union,2,0,150,165,265,1
2023-07-01,2023,San Jose Earthquakes,Los Angeles Galaxy,2,2,120,202,278,3
2023-07-01,2023,Seattle Sounders,Houston Dynamo,1,0,-111,317,252,1
2023-07-01,2023,FC Dallas,Los Angeles FC,2,0,204,129,250,1
2023-07-01,2023,Minnesota United,Portland Timbers,4,1,-132,358,285,1
2023-07-01,2023,Nashville SC,DC United,2,0,114,249,237,1
2023-07-01,2023,Sporting Kansas City,Vancouver Whitecaps,3,0,-122,305,291,1
2023-07-01,2023,St. Louis City,Colorado Rapids,2,0,100,257,271,1
2023-07-01,2023,CF Montreal,New York City,0,1,150,177,243,2
2023-07-01,2023,Columbus Crew,New York Red Bulls,2,1,-101,273,257,1
2023-07-01,2023,FC Cincinnati,New England Revolution,2,2,102,254,265,3
2023-07-01,2023,Inter Miami,Austin FC,1,1,175,144,262,3
2023-07-01,2023,Orlando City,Chicago Fire,3,1,-112,298,270,1
2023-07-01,2023,Toronto FC,Real Salt Lake,0,1,135,181,271,2
2023-06-24,2023,Los Angeles FC,Vancouver Whitecaps,2,3,-179,430,350,2
2023-06-24,2023,Portland Timbers,New York City,1,1,-108,289,264,3
2023-06-24,2023,San Jose Earthquakes,St. Louis City,1,2,-120,305,290,2
2023-06-24,2023,Seattle Sounders,Orlando City,0,0,-104,304,241,3
2023-06-24,2023,Austin FC,Houston Dynamo,3,0,152,175,242,1
2023-06-24,2023,Colorado Rapids,Los Angeles Galaxy,0,0,-114,290,285,3
2023-06-24,2023,Real Salt Lake,Minnesota United,2,2,-110,280,278,3
2023-06-24,2023,Sporting Kansas City,Chicago Fire,0,1,-141,358,303,2
2023-06-24,2023,Charlotte,CF Montreal,0,0,-143,362,309,3
2023-06-24,2023,Columbus Crew,Nashville SC,2,0,-105,278,267,1
2023-06-24,2023,DC United,FC Cincinnati,3,0,-109,286,270,1
2023-06-24,2023,New England Revolution,Toronto FC,2,1,-182,446,343,1
2023-06-24,2023,New York Red Bulls,Atlanta Utd,4,0,-127,330,281,1
2023-06-24,2023,Philadelphia Union,Inter Miami,4,1,-333,855,468,1
2023-06-21,2023,Los Angeles FC,Seattle Sounders,1,0,-133,370,275,1
2023-06-21,2023,Los Angeles Galaxy,Sporting Kansas City,2,2,117,210,274,3
2023-06-21,2023,Portland Timbers,Chicago Fire,1,2,-132,351,283,2
2023-06-21,2023,Austin FC,FC Dallas,3,0,117,236,237,1
2023-06-21,2023,Houston Dynamo,San Jose Earthquakes,4,1,-156,405,309,1
2023-06-21,2023,St. Louis City,Real Salt Lake,1,3,-123,309,297,2
2023-06-21,2023,Atlanta Utd,New York City,2,2,127,204,258,3
2023-06-21,2023,CF Montreal,Nashville SC,1,0,166,171,227,1
2023-06-21,2023,FC Cincinnati,Toronto FC,3,0,-114,300,275,1
2023-06-21,2023,New York Red Bulls,Charlotte,2,2,-137,393,269,3
2023-06-21,2023,Orlando City,Philadelphia Union,2,2,142,183,250,3
2023-06-17,2023,San Jose Earthquakes,Portland Timbers,0,0,146,186,239,3
2023-06-17,2023,Nashville SC,St. Louis City,3,1,-137,361,287,1
2023-06-17,2023,Sporting Kansas City,Los Angeles FC,1,2,-109,301,259,2
2023-06-17,2023,DC United,Real Salt Lake,1,2,-135,363,286,2
2023-06-17,2023,New England Revolution,Orlando City,3,1,-156,386,322,1
2023-06-17,2023,New York City,Columbus Crew,1,1,114,227,262,3
2023-06-14,2023,Los Angeles FC,Houston Dynamo,0,1,-182,454,349,2
2023-06-11,2023,Portland Timbers,FC Dallas,1,0,131,256,197,1
2023-06-11,2023,St. Louis City,Los Angeles Galaxy,1,1,104,231,287,3
2023-06-10,2023,San Jose Earthquakes,Philadelphia Union,2,1,202,131,244,1
2023-06-10,2023,Vancouver Whitecaps,FC Cincinnati,1,1,108,236,261,3
2023-06-10,2023,Real Salt Lake,New York City,0,0,112,237,254,3
2023-06-10,2023,Chicago Fire,Columbus Crew,1,2,135,184,265,2
2023-06-10,2023,Houston Dynamo,Los Angeles FC,4,0,217,117,263,1
2023-06-10,2023,Sporting Kansas City,Austin FC,4,1,-112,281,283,1
2023-06-10,2023,Atlanta Utd,DC United,3,1,-106,262,283,1
2023-06-10,2023,CF Montreal,Minnesota United,4,0,139,190,248,1
2023-06-10,2023,Charlotte,Seattle Sounders,3,3,164,175,224,3
2023-06-10,2023,New England Revolution,Inter Miami,3,1,-286,736,432,1
2023-06-10,2023,Orlando City,Colorado Rapids,2,0,-135,365,282,1
2023-06-10,2023,Toronto FC,Nashville SC,1,1,144,197,229,3
2023-06-07,2023,Los Angeles FC,Atlanta Utd,0,0,-156,369,338,3
2023-06-07,2023,FC Dallas,St. Louis City,2,0,135,285,131,1
2023-06-03,2023,Vancouver Whitecaps,Sporting Kansas City,1,1,-133,326,307,3
2023-06-03,2023,Colorado Rapids,San Jose Earthquakes,0,0,-116,309,271,3
2023-06-03,2023,Austin FC,Real Salt Lake,1,2,-125,312,296,2
2023-06-03,2023,FC Dallas,Nashville SC,1,2,170,172,218,2
2023-06-03,2023,Minnesota United,Toronto FC,1,1,100,261,266,3
2023-06-03,2023,St. Louis City,Houston Dynamo,3,0,-109,296,262,1
2023-06-03,2023,Columbus Crew,Charlotte,4,2,-145,376,304,1
2023-06-03,2023,FC Cincinnati,Chicago Fire,1,0,-135,349,293,1
2023-06-03,2023,New York Red Bulls,Orlando City,0,3,-106,330,229,2
2023-06-03,2023,Philadelphia Union,CF Montreal,3,0,-256,716,373,1
2023-06-03,2023,Inter Miami,DC United,1,2,179,150,240,2
2023-06-03,2023,Seattle Sounders,Portland Timbers,0,0,-116,323,264,3
2023-06-03,2023,New York City,New England Revolution,0,0,121,218,252,3
2023-05-31,2023,Seattle Sounders,San Jose Earthquakes,0,1,-137,359,291,2
2023-05-31,2023,Vancouver Whitecaps,Houston Dynamo,6,2,-143,361,305,1
2023-05-31,2023,Real Salt Lake,Los Angeles Galaxy,2,3,112,224,272,2
2023-05-31,2023,Austin FC,Minnesota United,2,1,117,236,242,1
2023-05-31,2023,Sporting Kansas City,FC Dallas,2,1,-112,303,263,1
2023-05-31,2023,Columbus Crew,Colorado Rapids,3,2,-185,480,334,1
2023-05-31,2023,DC United,CF Montreal,2,2,-143,415,273,3
2023-05-31,2023,Inter Miami,New York Red Bulls,0,1,222,141,206,2
2023-05-31,2023,New York City,FC Cincinnati,1,3,129,210,240,2
2023-05-31,2023,Philadelphia Union,Charlotte,1,0,-175,486,309,1
2023-05-31,2023,Toronto FC,Chicago Fire,0,0,125,204,258,3
2023-05-31,2023,Atlanta Utd,New England Revolution,3,3,-128,324,293,3
2023-05-28,2023,Nashville SC,Columbus Crew,3,1,110,248,249,1
2023-05-28,2023,Sporting Kansas City,Portland Timbers,4,1,-110,291,269,1
2023-05-27,2023,Los Angeles Galaxy,Charlotte,0,1,-149,366,316,2
2023-05-27,2023,San Jose Earthquakes,FC Dallas,1,1,-101,272,257,3
2023-05-27,2023,Seattle Sounders,New York Red Bulls,1,0,-106,323,234,1
2023-05-27,2023,Colorado Rapids,FC Cincinnati,0,1,129,219,233,2
2023-05-27,2023,Houston Dynamo,Austin FC,2,1,-103,284,252,1
2023-05-27,2023,Minnesota United,Real Salt Lake,1,1,-104,276,262,3
2023-05-27,2023,St. Louis City,Vancouver Whitecaps,3,1,127,195,270,1
2023-05-27,2023,CF Montreal,Inter Miami,1,0,-115,311,268,1
2023-05-27,2023,New England Revolution,Chicago Fire,3,3,-145,361,316,3
2023-05-27,2023,New York City,Philadelphia Union,1,3,152,188,225,2
2023-05-27,2023,Orlando City,Atlanta Utd,1,1,129,202,250,3
2023-05-27,2023,Toronto FC,DC United,2,1,161,172,235,1
2023-05-20,2023,Los Angeles FC,San Jose Earthquakes,2,1,-167,429,330,1
2023-05-20,2023,Portland Timbers,Minnesota United,0,1,-104,275,273,2
2023-05-20,2023,Vancouver Whitecaps,Seattle Sounders,2,0,131,217,234,1
2023-05-20,2023,Colorado Rapids,Real Salt Lake,2,3,-120,330,276,2
2023-05-20,2023,St. Louis City,Sporting Kansas City,4,0,123,231,239,1
2023-05-20,2023,Austin FC,Toronto FC,1,0,106,264,252,1
2023-05-20,2023,Chicago Fire,Atlanta Utd,3,3,141,187,254,3
2023-05-20,2023,FC Dallas,Houston Dynamo,1,1,-114,337,248,3
2023-05-20,2023,Charlotte,Nashville SC,1,2,159,183,224,2
2023-05-20,2023,DC United,Los Angeles Galaxy,3,0,119,223,257,1
2023-05-20,2023,FC Cincinnati,Columbus Crew,3,2,114,231,259,1
2023-05-20,2023,Inter Miami,Orlando City,1,3,145,199,229,2
2023-05-20,2023,New York Red Bulls,CF Montreal,2,1,-137,422,257,1
2023-05-20,2023,Philadelphia Union,New England Revolution,3,0,104,267,250,1
2023-05-17,2023,Los Angeles FC,Sporting Kansas City,1,1,-238,592,405,3
2023-05-17,2023,Seattle Sounders,Austin FC,1,2,-182,484,329,2
2023-05-17,2023,Real Salt Lake,Portland Timbers,0,0,108,235,272,3
2023-05-17,2023,FC Dallas,Vancouver Whitecaps,2,1,112,249,245,1
2023-05-17,2023,Minnesota United,Houston Dynamo,1,0,-149,438,284,1
2023-05-17,2023,Nashville SC,Inter Miami,2,1,-185,529,317,1
2023-05-17,2023,Philadelphia Union,DC United,0,0,-133,369,278,3
2023-05-17,2023,Atlanta Utd,Colorado Rapids,4,0,-130,336,297,1
2023-05-17,2023,Charlotte,Chicago Fire,2,1,118,225,258,1
2023-05-17,2023,Columbus Crew,Los Angeles Galaxy,2,0,-137,338,318,1
2023-05-17,2023,FC Cincinnati,CF Montreal,3,0,-149,409,298,1
2023-05-17,2023,Orlando City,New York City,1,1,142,212,220,3
2023-05-17,2023,Toronto FC,New York Red Bulls,0,0,134,225,222,3
2023-05-14,2023,Los Angeles Galaxy,San Jose Earthquakes,2,1,-110,269,296,1
2023-05-13,2023,Portland Timbers,Vancouver Whitecaps,3,1,137,193,252,1
2023-05-13,2023,Colorado Rapids,Philadelphia Union,1,2,125,221,239,2
2023-05-13,2023,Real Salt Lake,Los Angeles FC,0,3,212,120,266,2
2023-05-13,2023,Austin FC,FC Dallas,0,1,143,197,237,2
2023-05-13,2023,Houston Dynamo,Seattle Sounders,0,1,149,193,227,2
2023-05-13,2023,Sporting Kansas City,Minnesota United,3,0,-104,282,261,1
2023-05-13,2023,Atlanta Utd,Charlotte,1,3,-154,411,311,2
2023-05-13,2023,CF Montreal,Toronto FC,2,0,116,231,254,1
2023-05-13,2023,Columbus Crew,Orlando City,2,2,106,262,247,3
2023-05-13,2023,DC United,Nashville SC,1,1,149,202,219,3
2023-05-13,2023,Inter Miami,New England Revolution,2,1,202,138,240,1
2023-05-13,2023,New York Red Bulls,New York City,1,0,110,296,214,1
2023-05-13,2023,Chicago Fire,St. Louis City,1,0,-104,269,276,1
2023-05-07,2023,Seattle Sounders,Sporting Kansas City,1,2,-145,420,281,2
2023-05-06,2023,Los Angeles Galaxy,Colorado Rapids,1,3,-132,324,309,2
2023-05-06,2023,Portland Timbers,Austin FC,2,2,-119,323,278,3
2023-05-06,2023,Vancouver Whitecaps,Minnesota United,3,2,-145,408,292,1
2023-05-06,2023,Houston Dynamo,Real Salt Lake,0,0,-112,312,268,3
2023-05-06,2023,Nashville SC,Chicago Fire,3,0,-110,307,261,1
2023-05-06,2023,CF Montreal,Orlando City,2,0,133,217,236,1
2023-05-06,2023,Charlotte,New York City,3,2,139,209,231,1
2023-05-06,2023,FC Cincinnati,DC United,2,1,-110,309,259,1
2023-05-06,2023,Inter Miami,Atlanta Utd,2,1,165,172,235,1
2023-05-06,2023,New York Red Bulls,Philadelphia Union,0,1,118,267,220,2
2023-05-06,2023,San Jose Earthquakes,Los Angeles FC,2,1,225,114,267,1
2023-05-06,2023,Toronto FC,New England Revolution,0,2,110,238,265,2
2023-04-30,2023,Minnesota United,FC Dallas,0,0,117,243,242,3
2023-04-29,2023,Vancouver Whitecaps,Colorado Rapids,0,0,-122,326,285,3
2023-04-29,2023,Real Salt Lake,Seattle Sounders,0,0,139,202,241,3
2023-04-29,2023,Austin FC,San Jose Earthquakes,2,2,110,237,262,3
2023-04-29,2023,Chicago Fire,New York Red Bulls,1,1,135,227,216,3
2023-04-29,2023,Sporting Kansas City,CF Montreal,0,2,-133,370,279,2
2023-04-29,2023,St. Louis City,Portland Timbers,1,2,-130,338,293,2
2023-04-29,2023,Columbus Crew,Inter Miami,1,2,-172,505,305,2
2023-04-29,2023,DC United,Charlotte,3,0,-123,330,285,1
2023-04-29,2023,New England Revolution,FC Cincinnati,1,1,120,236,242,3
2023-04-29,2023,Orlando City,Los Angeles Galaxy,2,0,120,215,266,1
2023-04-29,2023,Toronto FC,New York City,1,0,127,219,242,1
2023-04-29,2023,Nashville SC,Atlanta Utd,3,1,108,256,248,1
2023-04-23,2023,Atlanta Utd,Chicago Fire,2,1,-154,392,321,1
2023-04-22,2023,Los Angeles Galaxy,Austin FC,2,0,-141,351,322,1
2023-04-22,2023,Seattle Sounders,Minnesota United,1,0,-145,404,292,1
2023-04-22,2023,Colorado Rapids,St. Louis City,1,1,-108,285,273,3
2023-04-22,2023,Real Salt Lake,San Jose Earthquakes,3,1,104,242,275,1
2023-04-22,2023,Houston Dynamo,Inter Miami,1,0,-120,340,268,1
2023-04-22,2023,Nashville SC,Los Angeles FC,1,1,156,179,231,3
2023-04-22,2023,CF Montreal,New York Red Bulls,2,0,245,121,225,1
2023-04-22,2023,Charlotte,Columbus Crew,1,0,131,206,247,1
2023-04-22,2023,FC Cincinnati,Portland Timbers,2,1,-172,458,329,1
2023-04-22,2023,New England Revolution,Sporting Kansas City,2,1,106,261,248,1
2023-04-22,2023,New York City,FC Dallas,3,1,-119,344,259,1
2023-04-22,2023,Orlando City,DC United,1,3,102,268,258,2
2023-04-22,2023,Philadelphia Union,Toronto FC,4,2,-156,413,312,1
2023-04-16,2023,Los Angeles Galaxy,Los Angeles FC,2,3,217,114,274,2
2023-04-15,2023,Portland Timbers,Seattle Sounders,4,1,231,119,246,1
2023-04-15,2023,San Jose Earthquakes,Sporting Kansas City,3,0,100,277,250,1
2023-04-15,2023,Austin FC,Vancouver Whitecaps,0,0,114,225,264,3
2023-04-15,2023,Chicago Fire,Philadelphia Union,2,2,164,179,224,3
2023-04-15,2023,FC Dallas,Real Salt Lake,2,1,-132,367,283,1
2023-04-15,2023,Minnesota United,Orlando City,1,2,116,240,248,2
2023-04-15,2023,St. Louis City,FC Cincinnati,5,1,140,187,256,1
2023-04-15,2023,CF Montreal,DC United,0,1,156,175,241,2
2023-04-15,2023,Charlotte,Colorado Rapids,2,2,108,248,256,3
2023-04-15,2023,Columbus Crew,New England Revolution,1,1,-106,294,262,3
2023-04-15,2023,New York City,Nashville SC,2,1,125,238,225,1
2023-04-15,2023,New York Red Bulls,Houston Dynamo,1,1,-112,351,240,3
2023-04-15,2023,Toronto FC,Atlanta Utd,2,2,159,165,254,3
2023-04-08,2023,Seattle Sounders,St. Louis City,3,0,-179,483,330,1
2023-04-08,2023,Vancouver Whitecaps,Portland Timbers,1,0,-128,330,295,1
2023-04-08,2023,Real Salt Lake,Charlotte,3,1,100,261,271,1
2023-04-08,2023,Chicago Fire,Minnesota United,2,1,108,256,252,1
2023-04-08,2023,Houston Dynamo,Los Angeles Galaxy,3,0,120,214,270,1
2023-04-08,2023,Nashville SC,Toronto FC,0,0,-132,367,279,3
2023-04-08,2023,Sporting Kansas City,Colorado Rapids,0,1,-111,309,261,2
2023-04-08,2023,DC United,Columbus Crew,0,2,142,195,243,2
2023-04-08,2023,FC Cincinnati,Philadelphia Union,1,0,-149,436,282,1
2023-04-08,2023,Inter Miami,FC Dallas,0,1,139,209,227,2
2023-04-08,2023,Los Angeles FC,Austin FC,3,0,-204,520,371,1
2023-04-08,2023,New England Revolution,CF Montreal,4,0,-156,400,323,1
2023-04-08,2023,New York City,Atlanta Utd,1,1,104,254,260,3
2023-04-08,2023,New York Red Bulls,San Jose Earthquakes,1,1,-141,408,280,3
2023-04-01,2023,San Jose Earthquakes,Houston Dynamo,2,1,-114,309,269,1
2023-04-01,2023,Vancouver Whitecaps,CF Montreal,5,0,108,238,268,1
2023-04-01,2023,Colorado Rapids,Los Angeles FC,0,0,238,110,261,3
2023-04-01,2023,Chicago Fire,DC United,0,0,-106,287,268,3
2023-04-01,2023,FC Dallas,Portland Timbers,1,1,-147,416,294,3
2023-04-01,2023,St. Louis City,Minnesota United,0,1,-120,324,277,2
2023-04-01,2023,Atlanta Utd,New York Red Bulls,1,0,110,247,252,1
2023-04-01,2023,Columbus Crew,Real Salt Lake,4,0,-179,491,322,1
2023-04-01,2023,FC Cincinnati,Inter Miami,1,0,-164,438,320,1
2023-04-01,2023,Los Angeles Galaxy,Seattle Sounders,1,2,150,177,250,2
2023-04-01,2023,New England Revolution,New York City,1,1,144,188,247,3
2023-04-01,2023,Orlando City,Nashville SC,0,2,149,193,229,2
2023-04-01,2023,Philadelphia Union,Sporting Kansas City,0,0,-152,405,316,3
2023-04-01,2023,Toronto FC,Charlotte,2,2,100,276,257,3
2023-03-25,2023,Los Angeles FC,FC Dallas,2,1,-179,486,322,1
2023-03-25,2023,San Jose Earthquakes,Toronto FC,0,0,-137,355,292,3
2023-03-25,2023,Real Salt Lake,St. Louis City,0,4,112,231,263,2
2023-03-25,2023,Sporting Kansas City,Seattle Sounders,1,4,112,246,247,2
